run,tag,step,value
class_intro_fed_avg_freq_0.05_14_2022-07-30,Accuracy,12,0.9441326260566711
class_intro_fed_avg_freq_0.05_14_2022-07-30,Accuracy,13,0.8551020622253418
class_intro_fed_avg_freq_0.05_14_2022-07-30,Accuracy,14,0.8576530814170837
class_intro_fed_avg_freq_0.05_14_2022-07-30,Accuracy,15,0.9706632494926453
class_intro_fed_avg_freq_0.05_14_2022-07-30,Accuracy,16,0.8846938610076904
class_intro_fed_avg_freq_0.05_14_2022-07-30,Accuracy,17,0.9630101919174194
class_intro_fed_avg_freq_0.05_14_2022-07-30,Accuracy,18,0.8673469424247742
class_intro_fed_avg_freq_0.05_14_2022-07-30,Accuracy,19,0.8630102276802063
class_intro_fed_avg_freq_0.05_14_2022-07-30,Accuracy,20,0.8594387769699097
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,1,0.5652584433555603
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,2,0.5469853281974792
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,3,0.8308982849121094
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,4,0.7329775094985962
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,5,0.655650794506073
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,6,0.3563944697380066
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,7,0.3702656030654907
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,8,0.5263162851333618
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,9,0.375166118144989
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,10,9.687811851501465
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,11,12.40566349029541
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,12,0.8884284496307373
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,13,1.9644101858139038
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,14,5.1896209716796875
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,15,0.6154561042785645
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,16,1.715561032295227
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,17,0.5270408987998962
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,18,4.324841022491455
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,19,12.158296585083008
class_intro_fed_avg_freq_0.05_14_2022-07-30,Loss,20,6.957401275634766
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,1,0.8762755393981934
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,2,0.9395408034324646
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,3,0.949999988079071
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,4,0.9586734771728516
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,5,0.965050995349884
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,6,0.9704081416130066
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,7,0.9673469662666321
